,tweet,favourite_count,retweet_count,tweet_cleaned,subjectivity,polarity,polarity_analysis,subjectivity_analysis,type
1026,"What other objects would benefit from being implanted with an AirTag?

Read about how I did this and try it yourself:
https://t.co/B0iQKIywaF",4.0,0,What other objects would benefit from being implanted with an AirTag?Read about how I did this and try it yourself:,0.375,-0.125,Negative,Objective,Negative and Objective
1027,"The AirTag still works as normal, including NFC ✔️ https://t.co/TwAr75U7Pu",8.0,0,"The AirTag still works as normal, including NFC",0.6499999999999999,0.15,Positive,Subjective,Positive and Subjective
1028,I put an Apple AirTag inside my remote control! 📺 https://t.co/8jTKMdDlzO,106.0,12,I put an Apple AirTag inside my remote control!,0.2,-0.125,Negative,Objective,Negative and Objective
1029,@nicolas09F9 @ghidraninja So apparently they manage to do a clone of the AirTag ... This starts to look like a threat.,0.0,0,So apparently they manage to do a clone of the AirTag ... This starts to look like a threat.,0.35,0.05,Positive,Objective,Positive and Objective
1030,"Reverse Engineering #Apple #AirTag
Additional to https://t.co/1alr1NHu7a https://t.co/qANSiRpPuA",3.0,0,Reverse Engineering to,0.0,0.0,Neutral,Objective,Neutral and Objective
1031,"@db69b Bonjour, the unroll you asked for: Using an ""AirTag Development Kit"" to reproduce work by @colinoflynn… https://t.co/iNoFjPMXEW Have a good day. 🤖",0.0,0,"Bonjour, the unroll you asked for: Using an ""AirTag Development Kit"" to reproduce work by Have a good day.",0.6000000000000001,0.7,Positive,Subjective,Positive and Subjective
1032,Do I really need an airtag 🙃,0.0,0,Do I really need an airtag,0.2,0.2,Positive,Objective,Positive and Objective
1033,"♠ A quick note about AirTag key-rings 

“Instead of setting my money on fire, I searched eBay and bought some cheap, no-name, AirTag key-rings.”

https://t.co/KCKVqw8Qy8 https://t.co/CeuLCethsn",2.0,0,"A quick note about AirTag key-ringsInstead of setting my money on fire, I searched eBay and bought some cheap, no-name, AirTag key-rings.",0.6,0.3666666666666667,Positive,Subjective,Positive and Subjective
1034,Thank you @Apple for the ease of shopping &amp; collection of my #AirTag https://t.co/VLTQNpkQq2,0.0,0,Thank you for the ease of shopping &amp; collection of my,0.0,0.0,Neutral,Objective,Neutral and Objective
1035,I think they need to come out with a glow in the dark AirTag case for people like me who has astigmatism. I can’t see anything in the dark. 😩,0.0,0,I think they need to come out with a glow in the dark AirTag case for people like me who has astigmatism. I cant see anything in the dark.,0.4,-0.15,Negative,Objective,Negative and Objective
1036,"Just get AirTag for them and why you dey ashamed 
My own na so so case I dey lost https://t.co/oUix4FlasX",1.0,0,Just get AirTag for them and why you dey ashamed My own na so so case I dey lost,1.0,0.6,Positive,Subjective,Positive and Subjective
1037,Tech Digest daily round up: Apple AirTag tracker hacked days after release https://t.co/xhKKbyDcqq,0.0,0,Tech Digest daily round up: Apple AirTag tracker hacked days afterrelease,0.2,-0.1,Negative,Objective,Negative and Objective
1038,Tech Digest daily round up: Apple AirTag tracker hacked days after release https://t.co/ANbvLNRkqD,0.0,0,Tech Digest daily round up: Apple AirTag tracker hacked days afterrelease,0.2,-0.1,Negative,Objective,Negative and Objective
1039,Tech Digest daily round up: Apple AirTag tracker hacked days after release https://t.co/irGKFzO2oX,0.0,0,Tech Digest daily round up: Apple AirTag tracker hacked days afterrelease,0.2,-0.1,Negative,Objective,Negative and Objective
1040,Tech Digest daily round up: Apple AirTag tracker hacked days after release https://t.co/ZVx5drZ4BV,0.0,0,Tech Digest daily round up: Apple AirTag tracker hacked days afterrelease,0.2,-0.1,Negative,Objective,Negative and Objective
1041,AirTag vs Royal Mail https://t.co/n0kGmt0TLj,0.0,0,AirTag vs Royal Mail,0.0,0.0,Neutral,Objective,Neutral and Objective
1042,"@ghidraninja @LennertWo @p1onk @colinoflynn You’re having way too much fun with this airtag business
.
.
.
.
Oh wait, no you aren’t. 
This seems entirely appropriate and more would be even beter.",7.0,0,"Youre having way too much fun with this airtag business....Oh wait, no you arent. This seems entirely appropriate and more would be even beter.",0.39999999999999997,0.43333333333333335,Positive,Objective,Positive and Objective
1043,"Important: This required hardware access and dumping the “original” AirTag, so we can’t just impersonate any AirTag or so.",100.0,3,"Important: This required hardware access and dumping the original AirTag, so we cant just impersonate any AirTag or so.",0.875,0.3875,Positive,Subjective,Positive and Subjective
1044,"Got my airtag. Would anyone other than @apple sell a universal tracking tag you can attach to anything, without any way of attaching it to anything? Thing doesn’t even have a keyring hole.",0.0,0,"Got my airtag. Would anyone other than sell a universal tracking tag you can attach to anything, without any way of attaching it to anything? Thing doesnt even have a keyring hole.",0.1875,-0.0625,Negative,Objective,Negative and Objective
1045,"We (@LennertWo @p1onk @colinoflynn me) managed to clone an AirTag 😀 

(The one in Belgium is a clone of one that is actually in front of me in Germany.) https://t.co/sbx1Fs7dQg",368.0,52,We ( me) managed to clone an AirTag (The one in Belgium is a clone of one that is actually in front of me in Germany.),0.1,0.0,Neutral,Objective,Neutral and Objective
1046,"S3 Ep32: AirTag jailbreak, Dell vulns, and a never-ending scam [Podcast] https://t.co/q6m8nsI5OD",0.0,0,"S3 Ep32: AirTag jailbreak, Dell vulns, and a never-ending scam [Podcast]",0.0,0.0,Neutral,Objective,Neutral and Objective
1047,"Airtag Smart Trackers Copied One in SUCH Price
We are a professional factory and we support wholesale and custom design for you for this special product.
Contact us
https://t.co/OAJDAu7eK1
#WhatIsAirtag #appleairtag #airtag #Xinyuansheng https://t.co/MmKAjqACAU",0.0,0,Airtag Smart Trackers Copied One in SUCH PriceWe are a professional factory and we support wholesale and custom design for you for this special product.Contact us,0.45357142857142857,0.16785714285714287,Positive,Objective,Positive and Objective
1048,Gonna buy an AirTag coz I keep losing shit,3.0,0,Gonna buy an AirTag coz I keep losing shit,0.8,-0.2,Negative,Subjective,Negative and Subjective
1049,Newest gadget has arrived! #AirTag https://t.co/Wqw7AsHG7e,2.0,0,Newest gadget has arrived!,0.0,0.0,Neutral,Objective,Neutral and Objective
1050,@kurt_hcknbg @AirTag_ Hahah Yess,2.0,0,Hahah Yess,0.0,0.0,Neutral,Objective,Neutral and Objective
1051,"#News: What it looks like when an AirTag is stalking you 
https://t.co/57JT0jWgkz 
#ExperiNews #ExperimaxNEOrl #AirTag #Apple #Experimax https://t.co/L4NMdGClQj",0.0,0,: What it looks like when an AirTag is stalking you,0.0,0.0,Neutral,Objective,Neutral and Objective
1052,"Apple AirTag Review: A Humble Tracker With Next-Generation Tech https://t.co/U6UciB0lsR 

#petsupply #shopping #pettracker",1.0,0,Apple AirTag Review: A Humble Tracker With Next-Generation Tech,0.4,-0.2,Negative,Objective,Negative and Objective
1053,My review of the Apple AirTag https://t.co/MZ6feVLJnY,0.0,0,My review of the Apple AirTag,0.0,0.0,Neutral,Objective,Neutral and Objective
1054,@MalwareTechBlog Stick an airtag behind your door and ask Siri to guide you home. Problem solved,1.0,0,Stick an airtag behind your door and ask Siri to guide you home. Problem solved,0.7,-0.4,Negative,Subjective,Negative and Subjective
1055,@ijustine Should've put AirTag in it,2.0,0,Should've put AirTag in it,0.0,0.0,Neutral,Objective,Neutral and Objective
1056,Just saw this on Amazon: New Apple AirTag by Apple for $29.00 https://t.co/qMxs3omHOp via @amazon,0.0,0,Just saw this on Amazon: New Apple AirTag by Apple for $29.00 via,0.45454545454545453,0.13636363636363635,Positive,Objective,Positive and Objective
1057,"TBH I’m surprised at how long the wait time on AirTag shipping is already. I ordered an engraved one, but I just got a single emoji 🦄 , and there aren’t that many emoji options. Would have thought they just had a bunch of each in stock rather than engraving them to order. https://t.co/rVtog51HwA",2.0,0,"TBH Im surprised at how long the wait time on AirTag shipping is already. I ordered an engraved one, but I just got a single emoji , and there arent that many emoji options. Would have thought they just had a bunch of each in stock rather than engraving them to order.",0.5035714285714286,0.11964285714285715,Positive,Subjective,Positive and Subjective
1058,FindMy dog #Apple #airtag https://t.co/duC27mScLe,0.0,0,FindMy dog,0.0,0.0,Neutral,Objective,Neutral and Objective
1059,@SpeQx I’m waiting for someone to make an Airtag-friendly wallet before I jump in. Will need the bundle so I can have a yag in every bag.,0.0,0,Im waiting for someone to make an Airtag-friendly wallet before I jump in. Will need the bundle so I can have a yag in every bag.,0.0,0.0,Neutral,Objective,Neutral and Objective
1060,"Tw// Blue

This is not ok 😡😡 stop buying blue things because it’s offensive 😭😭
https://t.co/h0mEhs6iRX",10.0,2,Tw// BlueThis is not ok stop buying blue things because its offensive,0.3,-0.125,Negative,Objective,Negative and Objective
1061,"Am I the only one that has never lost the Apple remote? Yeah, I don't really like it...but at least I never lost it nor do I feel the need to put an Airtag on it. 

Dunno.",0.0,0,"Am I the only one that has never lost the Apple remote? Yeah, I don't really like it...but at least I never lost it nor do I feel the need to put an Airtag on it. Dunno.",0.44999999999999996,-0.049999999999999996,Negative,Objective,Negative and Objective
1062,"Lost is found with AirTag. Shop now from R499 at Digicape, for Mac and much more — https://t.co/7vEhI3AYFR https://t.co/JRhKFajTRa",0.0,0,"Lost is found with AirTag. Shop now from R499 at Digicape, for Mac and much more",0.5,0.5,Positive,Neutral,Positive and Neutral
1063,"@GyanTherapy Air tag is cheaper than it's case..🙄
#AirTag",0.0,0,Air tag is cheaper than it's case..,0.0,0.0,Neutral,Objective,Neutral and Objective
1064,@evacide @FoxCahn What if someone steals my back pack with my airtag in and just removes the air tag 🤔,0.0,0,What if someone steals my back pack with my airtag in and just removes the air tag,0.0,0.0,Neutral,Objective,Neutral and Objective
1065,"Apple AirTag Unboxing &amp; Review - WORTH BUYING??
Video Link :- https://t.co/JiUj6ONxYw
.
.
.
.
.
#gadgetgig #youtube #AppleAirTag #AirTag #AirTagReview #Airtags #AppleAirtagIndia https://t.co/g4cpFJQ1gr",4.0,1,Apple AirTag Unboxing &amp; Review - WORTH BUYING??Video Link :- .....,0.1,0.3,Positive,Objective,Positive and Objective
1066,"Guess what, my key 🔑 ring just got upgraded! #AirTag #AirTagLife 

Deep into the ecosystem. 😉 https://t.co/b0KsyWe0PX",3.0,0,"Guess what, my key ring just got upgraded! Deep into the ecosystem.",0.7,0.0,Neutral,Subjective,Neutral and Subjective
1067,"Peripheral 

Ever hold an AirTag
Ever attached one to your skin https://t.co/CBAC0GwRTC",0.0,0,Peripheral Ever hold an AirTagEver attached one to your skin,0.0,0.0,Neutral,Objective,Neutral and Objective
1068,"@MyiStoreSA How is it that Incredible Connection , a third party reseller is selling the Airtag for R100 less on Launch Day https://t.co/MX2aLlGDS9",0.0,0,"How is it that Incredible Connection , a third party reseller is selling the Airtag for R100 less on Launch Day",0.32222222222222224,0.24444444444444446,Positive,Objective,Positive and Objective
1069,"AIRTAGS come to Amazon India!
📥 APPLE AIRTAGS - https://t.co/3sY4S5PfZq
📤 CHEAP KEYCHAIN - https://t.co/CUkhqRYzkS

ORDER BEFORE IT GETS SOLD 😍",65.0,4,AIRTAGS come to Amazon India! APPLE AIRTAGS - CHEAP KEYCHAIN - BEFORE IT GETS SOLD,0.7,0.4,Positive,Subjective,Positive and Subjective
1070,"Organization in Todoist, a supposed Apple Nintendo Switch, AirTag beginnings … The week of the Infinite Loop podcast https://t.co/x54CiiCFVB",0.0,0,"Organization in Todoist, a supposed Apple Nintendo Switch, AirTag beginnings The week of the Infinite Looppodcast",0.0,0.0,Neutral,Objective,Neutral and Objective
1071,"New post: Organization in Todoist, a supposed Apple Nintendo Switch, AirTag beginnings … The week of the Infinite Loop podcast https://t.co/gz5XNtI5BA",0.0,0,"New post: Organization in Todoist, a supposed Apple Nintendo Switch, AirTag beginnings The week of the Infinite Loop podcast",0.45454545454545453,0.13636363636363635,Positive,Objective,Positive and Objective
1072,Very Impressive  https://t.co/bwPqr8BjV1,6.0,1,Very Impressive,1.0,1.0,Positive,Subjective,Positive and Subjective
1073,"Airtag Case made from Vegan Cactus Leather

 #appleairtagholder #appleairtagcase #airtagholder #airtagcase https://t.co/fUiUwgq4NU https://t.co/XoPWfcXy2R",0.0,0,Airtag Case made from Vegan Cactus Leather,0.0,0.0,Neutral,Objective,Neutral and Objective
1074,"Wondering how to set up AirTag? https://t.co/3RzKgb1KZp

#Apple #AirTag #iPhone #iOS via @appleinsider",0.0,0,Wondering how to set up AirTag? via,0.0,0.0,Neutral,Objective,Neutral and Objective
1075,Thrilled to see a translation of my latest article on @macwelt! https://t.co/dNrFmw6NAu,0.0,0,Thrilled to see a translation of my latest article on !,0.8,0.6125,Positive,Subjective,Positive and Subjective
1076,"That didn't take long at all ...

Apple AirTag hacked by security researchers days after it was released https://t.co/DsugJlwrUQ via @MailOnline",5.0,1,That didn't take long at all ...Apple AirTag hacked by security researchers days after it was released via,0.4,-0.05,Negative,Objective,Negative and Objective
1077,"#RobBraxmanTech on Apple's ""encryption"" and proximity tracing https://t.co/0kKG4iSK84 #nsa #surveillance #apple #pentaGAFAM",0.0,0,"on Apple's ""encryption"" and proximity tracing",0.0,0.0,Neutral,Objective,Neutral and Objective
1078,Security researcher hacks AirTag; modifies NFC URL for Lost Mode - https://t.co/DmzC0f6WEf via @the8bit_tech,0.0,0,Security researcher hacks AirTag; modifies NFC URL for Lost Mode - via,0.0,0.0,Neutral,Objective,Neutral and Objective
1079,"Security researcher hacks Apple's Find My network

https://t.co/JLIqoaGb64 

#Apple #AirTag #InfoSec #CyberSecurity",1.0,7,Security researcher hacks Apple's Find My network,0.0,0.0,Neutral,Objective,Neutral and Objective
1080,"Oh yeah

Before I forget

Track 2

Watch

#wwdc21

What if an AirTag could measure bodily functions and be attached to the body

Galvanic is the key",0.0,0,Oh yeahBefore I forgetTrack Watch if an AirTag could measure bodily functions and be attached to the bodyGalvanic is the key,0.55,0.0,Neutral,Subjective,Neutral and Subjective
1081,"@LeCroosetFiend I did that solved it with buying a cheap ""key finder"" blipper and stuck it the case, that or you could get AirTag or whatever madness they are selling it as now.",1.0,0,"I did that solved it with buying a cheap ""key finder"" blipper and stuck it the case, that or you could get AirTag or whatever madness they are selling it as now.",0.85,0.2,Positive,Subjective,Positive and Subjective
1082,"Testing Out a 3D-Printed AirTag-Compatible Apple TV Remote Case.
https://t.co/TuAnvCjy31

via @GoogleNews",0.0,0,Testing Out a D-Printed AirTag-Compatible Apple TV Remote Case.,0.2,-0.1,Negative,Objective,Negative and Objective
1083,"We have 3 of the #Apple #AirTag in stock at @KRCSappleHull in @PrincesQuayHull 

These will go quick as we've had a lot of interest in them, so get yours before they're gone! https://t.co/TSDiu7Zjti",0.0,1,"We have of the in stock at in These will go quick as we've had a lot of interest in them, so get yours before they're gone!",0.5,0.41666666666666663,Positive,Neutral,Positive and Neutral
1084,I want AirTag 😭😭 I’m always misplacing my keys,0.0,0,I want AirTag Im always misplacing my keys,0.0,0.0,Neutral,Objective,Neutral and Objective
1085,Apple AirTag Wateroproof Check Video https://t.co/90C5UXkqFc,0.0,0,Apple AirTag Wateroproof CheckVideo,0.0,0.0,Neutral,Objective,Neutral and Objective
1086,"Very Clever. I predict a mischief...  #AirTag #hack 
https://t.co/u1VBVn9mBE",0.0,0,Very Clever. I predict a mischief...,1.0,0.21666666666666667,Positive,Subjective,Positive and Subjective
1087,@Apple  Why are all iPhones with iOS &gt;14.5 enrolled into the AirTag tracking by default? How difficult is to geographically fingerprint iOS devices using a bunch of AirTags? #privacyMatters #TechForGood,1.0,0,Why are all iPhones with iOS &gt;14.5 enrolled into the AirTag tracking by default? How difficult is to geographically fingerprint iOS devices using a bunch of AirTags?,1.0,-0.5,Negative,Subjective,Negative and Subjective
1088,@hap_inc AirTag https://t.co/Xj8fZDMwHq,0.0,0,AirTag,0.0,0.0,Neutral,Objective,Neutral and Objective
1089,@SamiFathi_ Ayo with every airtag one homepod for free sounds good 👀 seems like an alternative to the Google nest then (which gets sold for around 30€ here in Germany)🤔,0.0,0,Ayo with every airtag one homepod for free sounds good seems like an alternative to the Google nest then (which gets sold for around here in Germany),0.7000000000000001,0.55,Positive,Subjective,Positive and Subjective
1090,"Someone mailed an AirTag to themselves and they were actually able to track everywhere it went, almost in real time. 

(This is a good device for tracking people and things) 

https://t.co/FYxxllZxOU",0.0,1,"Someone mailed an AirTag to themselves and they were actually able to track everywhere it went, almost in real time. (This is a good device for tracking people and things)",0.5083333333333334,0.4666666666666666,Positive,Subjective,Positive and Subjective
1091,@tim_cook You should have included #AirTag capabilities in the new Siri Remote for #AppleTV 😉,0.0,0,You should have included capabilities in the new Siri Remote for,0.32727272727272727,0.018181818181818174,Positive,Objective,Positive and Objective
1092,"This is gold. 

""Put it on sale, “accidentally” include one with AirTag orders, whatever. Just let it go gently into that dark night, with no stock left."" https://t.co/E9NMro0WyQ",5.0,0,"This is gold. ""Put it on sale, accidentally include one with AirTag orders, whatever. Just let it go gently into that dark night, with no stock left.""",0.4000000000000001,0.016666666666666673,Positive,Objective,Positive and Objective
1093,"NEW #Apple AirTag Tracking Chips are in stock!

Grab 1 for $29!

Accessories $5 --&gt; 

- Built-in speaker to help find your things

- Find items further away w/ help of other #Apple devices in the Find My network #Deal

 https://t.co/owJnLVpkTW https://t.co/YijwJw2RIX",0.0,0,NEW AirTag Tracking Chips are in stock!Grab for $29!Accessories $5 --&gt; - Built-in speaker to help find your things- Find items further away w/ help of other devices in the Find My network,0.4431818181818182,0.0037878787878787845,Positive,Objective,Positive and Objective
1094,"NEW Apple AirTag Tracking Chips are in stock!

Grab 1 for $29!
https://t.co/rgQ4VGbb1k

Accessories $5 --&gt; https://t.co/YXSjJDJ4wx

- Built-in speaker to help find your things

- Find items further away w/ help of other Apple devices in the Find My network https://t.co/GABL9bI6n8",8.0,1,NEW Apple AirTag Tracking Chips are in stock!Grab for $29! $5 --&gt; Built-in speaker to help find your things- Find items further away w/ help of other Apple devices in the Find My network,0.4431818181818182,0.015151515151515147,Positive,Objective,Positive and Objective
1095,Good to know my luggage made it on the plane! #AirTag https://t.co/eq4Fu67WEO,10.0,0,Good to know my luggage made it on the plane!,0.6000000000000001,0.875,Positive,Subjective,Positive and Subjective
1096,"AirTag privacy 

AirTag has also been designed to discourage unwanted tracking. To discourage tracking without your knowledge, Find My will notify you if an unknown AirTag is seen moving with you over time.

@mochenani 

https://t.co/T2qBwpk4l7",5.0,1,"AirTag privacy AirTag has also been designed to discourage unwanted tracking. To discourage tracking without your knowledge, Find My will notify you if an unknown AirTag is seen moving with you over time.",0.6,-0.1,Negative,Subjective,Negative and Subjective
1097,"Airtag case
WhatsApp:+85290386358 https://t.co/jIZ50MouuU",0.0,0,Airtag caseWhatsApp:+85290386358,0.0,0.0,Neutral,Objective,Neutral and Objective
1098,"@9to5mac @filipeesposito Would be cool if Airpods 3 support ""Find My"" like Airtag.",1.0,0,"Would be cool if Airpods support ""Find My"" like Airtag.",0.65,0.35,Positive,Subjective,Positive and Subjective
1099,Here's a Millenium Falcon AirTag Keyring holder. I'm a terrible modeller so I remixed someone else's STL . Maybe it will inspire someone to do a better one. Credits in the first comment. (r/apple/) https://t.co/eAdfBCi1A1,0.0,0,Here's a Millenium Falcon AirTag Keyring holder. I'm a terrible modeller so I remixed someone else's STL . Maybe it will inspire someone to do a better one. Credits in the first comment. (r/apple/),0.611111111111111,-0.08333333333333333,Negative,Subjective,Negative and Subjective
1100,Apple User Mailed an AirTag to See if You Can Track It on the Move. Here's What He Found https://t.co/4TwRW5akWS,0.0,0,Apple User Mailed an AirTag to See if You Can Track It on the Move. Here's What He Found,0.0,0.0,Neutral,Objective,Neutral and Objective
1101,Tracking-Friendly Wallet Designs - The Frenchie Co. Speed Wallet is AirTag-Ready (https://t.co/IRoyJTpxvK) https://t.co/PoIAZVEbeC,0.0,0,Tracking-Friendly Wallet Designs - The Frenchie Co. Speed Wallet is AirTag-Ready (),0.0,0.0,Neutral,Objective,Neutral and Objective
1102,"Airtag case
WhatsApp:+85290386358 https://t.co/fPOpKDf08T",0.0,0,Airtag caseWhatsApp:+85290386358,0.0,0.0,Neutral,Objective,Neutral and Objective
1103,"Apple just ruined the tracking business for all these car tracker guys, I can just buy an Airtag and place it inside motor..",0.0,0,"Apple just ruined the tracking business for all these car tracker guys, I can just buy an Airtag and place it inside motor..",0.0,0.0,Neutral,Objective,Neutral and Objective
1104,"Most Apple users agree with App Tracking Transparency, plan to buy AirTag  https://t.co/8zFSmYyGlR",0.0,0,"Most Apple users agree with App Tracking Transparency, plan to buy AirTag",0.5,0.5,Positive,Neutral,Positive and Neutral
1105,"🎧For what it's worth: it's never too late or, in mycase, too early to be whoever you want to be.There's no time limit, start whenever you want.🔥

https://t.co/RNeNyTMJHH

#Airdrops #beammeupscotty #Bitcoin #GasShortage2021 #ArmyOfTheDead #pigfinance #SAFEMOON #AirPods #AirTag https://t.co/WlDNOWiCfs",0.0,0,"For what it's worth: it's never too late or, in mycase, too early to be whoever you want to be.There's no time limit, start whenever you want.",0.3333333333333333,0.03333333333333333,Positive,Objective,Positive and Objective
1106,What it looks like when an AirTag is stalking you https://t.co/uno1QYIHbo,0.0,0,What it looks like when an AirTag is stalking you,0.0,0.0,Neutral,Objective,Neutral and Objective
1107,"Apple's Find My network can be abused to leak secrets to the outside world via passing devices

You gotta work hard for those three-bytes-a-second transfers, though

Apple's Find My network, used to locate iOS and macOS devices – and more recently AirTag… https://t.co/oTnWouDzmu",0.0,0,"Apple's Find My network can be abused to leak secrets to the outside world via passing devicesYou gotta work hard for those three-bytes-a-second transfers, thoughApple's Find My network, used to locate iOS and macOS devices and more recently AirTag",0.3354166666666667,0.05208333333333333,Positive,Objective,Positive and Objective
1108,7 ways Apple can make the AirTag so much better https://t.co/pM2lD02fiH,0.0,0,ways Apple can make the AirTag so much better,0.5,0.5,Positive,Neutral,Positive and Neutral
1109,"AirTag review: Classic Apple, holes and all https://t.co/wx4S2FQdEp",0.0,0,"AirTag review: Classic Apple, holes and all",0.16666666666666666,0.16666666666666666,Positive,Objective,Positive and Objective
1110,Apple's AirTag into a dating site.,0.0,0,Apple's AirTag into a dating site.,0.0,0.0,Neutral,Objective,Neutral and Objective
1111,"The AirTags were designed to track things such as keys, wallet, purse, luggage etc. but a user in the UK was able to successfully track a package that he mailed to his friend https://t.co/vuA22g7f3h May 13, 2021 at 02:31PM Gadgets 360 … https://t.co/ySIamapqbp",0.0,0,"The AirTags were designed to track things such as keys, wallet, purse, luggage etc. but a user in the UK was able to successfully track a package that he mailed to his friend May , at :31PM Gadgets",0.6916666666666668,0.4166666666666667,Positive,Subjective,Positive and Subjective
1112,"If you've not seen this talk, or read the slides, I urge you to as it blew my mind during the review process and when he presented it. It was all about his journey enabling debug on the nRF52 series chips (the same in the AirTag)",6.0,0,"If you've not seen this talk, or read the slides, I urge you to as it blew my mind during the review process and when he presented it. It was all about his journey enabling debug on the nRF52 series chips (the same in the AirTag)",0.125,0.0,Neutral,Objective,Neutral and Objective
1113,"Then my 3rd-favorite German, @ghidraninja took this and went full balls to the wall and ended up glitching them, broke into the microcontroller of the AirTag &amp; dumped the firmware

https://t.co/qnPKTqentr",7.0,0,"Then my rd-favorite German, took this and went full balls to the wall and ended up glitching them, broke into the microcontroller of the AirTag &amp; dumped the firmware",0.275,0.175,Positive,Objective,Positive and Objective
1114,"Being the chap he is, this was all documented via Twitter for all of us to watch and learn. He's since turned it into a cool writeup for those who want to play at home
https://t.co/R5Fqmva6fS",5.0,0,"Being the chap he is, this was all documented via Twitter for all of us to watch and learn. He's since turned it into a cool writeup for those who want to play at home",0.65,0.35,Positive,Subjective,Positive and Subjective
1115,"@AirTag_ Yes please, turn you into a small thin card!",2.0,0,"Yes please, turn you into a small thin card!",0.625,-0.375,Negative,Subjective,Negative and Subjective
1116,"Flexibility and drop resistance, no fear of falling
High resilience liquid silicone, effectively alleviating impact #  Protective Case For Airtag
https://t.co/wN7Utcdll7 https://t.co/jcF8iKx6a0",0.0,0,"Flexibility and drop resistance, no fear of fallingHigh resilience liquid silicone, effectively alleviating impact Protective Case For Airtag",0.8,0.6,Positive,Subjective,Positive and Subjective
1117,"S3 Ep32: AirTag jailbreak, Dell vulns, and a never-ending scam [Podcast] https://t.co/273DIcxlcF",0.0,0,"S3 Ep32: AirTag jailbreak, Dell vulns, and a never-ending scam [Podcast]",0.0,0.0,Neutral,Objective,Neutral and Objective
1118,User tracks package with AirTag all across the UK https://t.co/qENKeZekuu,0.0,0,User tracks package with AirTag all across the UK,0.0,0.0,Neutral,Objective,Neutral and Objective
1119,How to change Apple AirTag battery https://t.co/TSILUHkOaX,0.0,0,How to change Apple AirTag battery,0.0,0.0,Neutral,Objective,Neutral and Objective
1120,"Right now :

New survey reveals most/least popular iMac colors, popularity of AirTag &amp; more https://t.co/kTNQ33ty8Q https://t.co/54QoFDTU5w

— AppleTrack (@appltrack) May 13, 2021",0.0,0,"Right now :New survey reveals most/least popular iMac colors, popularity of AirTag &amp; more AppleTrack () May ,",0.597564935064935,0.3805194805194805,Positive,Subjective,Positive and Subjective
1121,AirTag’s gonna create privacy nightmare,0.0,0,AirTags gonna create privacy nightmare,0.0,0.0,Neutral,Objective,Neutral and Objective
1122,"AirTag is the super-easy way to keep track of and find your things. Attach one to your keys, or slip another one into your backpack. And just like that, they’re on your radar in the Find My app. Shop yours now! https://t.co/yv4U8HKkDh
Valid until 20 May https://t.co/FDY3Pe1YyH",0.0,0,"AirTag is the super-easy way to keep track of and find your things. Attach one to your keys, or slip another one into your backpack. And just like that, theyre on your radar in the Find My app. Shop yours now! until May",0.0,0.0,Neutral,Objective,Neutral and Objective
1123,"Apple Airtag and the Snitch Network!

https://t.co/qRHwkdzcsg",0.0,0,Apple Airtag and the Snitch Network!,0.0,0.0,Neutral,Objective,Neutral and Objective
1124,@SananiMangisa Take your pick. https://t.co/7Iekp0xgXe,0.0,0,Take your pick.,0.0,0.0,Neutral,Objective,Neutral and Objective
1125,Apple AirTags Launch in South Africa -Apple's newest gadget – the AirTag – is now officially available in South Africa. The device allows users to locate a ... - https://t.co/qJacGENNsu https://t.co/zBhXCRH0BG,0.0,0,Apple AirTags Launch in South Africa -Apple's newest gadget the AirTag is now officially available in South Africa. The device allows users tolocate a ... -,0.4,0.4,Positive,Objective,Positive and Objective
1126,No don’t turn me into a thin card NOOOOOO,10.0,0,No dont turn me into a thin card NOOOOOO,0.8500000000000001,-0.4,Negative,Subjective,Negative and Subjective
1127,"How many of us came up with the idea of something that small enough to track items that you often misplace like your keys... glasses etc? 

Then Apple creates #AirTag 😂

Some ideas aren’t ‘silly’ they’re just premature!",0.0,0,How many of us came up with the idea of something that small enough to track items that you often misplace like your keys... glasses etc? Then Apple creates Some ideas arent silly theyre just premature!,0.56875,-0.09375,Negative,Subjective,Negative and Subjective
1128,Apple AirTag tracker is sucessfully HACKED by security researchers just days after being released https://t.co/mbD0HqqCMu via @MailOnline,0.0,0,Apple AirTag tracker is sucessfully HACKED by security researchers just days after being released via,0.0,0.0,Neutral,Objective,Neutral and Objective
1129,"S3 Ep32: AirTag jailbreak, Dell vulns, and a never-ending scam [Podcast] https://t.co/bRMNZ84YTm",0.0,0,"S3 Ep32: AirTag jailbreak, Dell vulns, and a never-ending scam [Podcast]",0.0,0.0,Neutral,Objective,Neutral and Objective
1130,Apple User Mailed an AirTag to See if You Can Track It on the Move. Here's What He Found https://t.co/lFkbN40sn4,0.0,0,Apple User Mailed an AirTag to See if You Can Track It on the Move. Here's What He Found,0.0,0.0,Neutral,Objective,Neutral and Objective
1131,"Most Apple users agree with App Tracking Transparency, plan to buy AirTag https://t.co/5K8kWr7Zvz",0.0,0,"Most Apple users agree with App Tracking Transparency, plan to buy AirTag",0.5,0.5,Positive,Neutral,Positive and Neutral
1132,How to reset an AirTag https://t.co/Vfw8Xp6IIg,0.0,0,How to reset an AirTag,0.0,0.0,Neutral,Objective,Neutral and Objective
1133,"@primetimeshay Airtag was planted kudhara boss, you are doomed.",0.0,0,"Airtag was planted kudhara boss, you are doomed.",0.0,0.0,Neutral,Objective,Neutral and Objective
